ID,tags,text,tokens,ner_tags
NCT02786251,"81:110:treatment,112:128:treatment,133:147:treatment,188:209:chronic_disease","Conditions that render subject unable to complete all testing procedures (e.g., severe ambulatory impairments, limb amputations, or metal implants that interfere with imaging procedures; coagulation disorders)","['Conditions' 'that' 'render' 'subject' 'unable' 'to' 'complete' 'all'
 'testing' 'procedures' '(' 'e.g.' ',' 'severe' 'ambulatory' 'impairments'
 ',' 'limb' 'amputations' ',' 'or' 'metal' 'implants' 'that' 'interfere'
 'with' 'imaging' 'procedures' ';' 'coagulation' 'disorders' ')']","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 1. 1. 0. 0. 1. 1. 0.
 0. 0. 0. 0. 0. 2. 2. 0.]"
NCT02783716,"26:31:treatment,35:40:treatment,45:63:chronic_disease,,,,,,,","Patients recommended for CRT-P or CRT-D for heart failure (HF) according to current American Heart Association (AHA)/American College of Cardiology (ACC)/Heart Rhythm Society (HRS) guidelines of Left Ventricle Ejection Fraction (LVEF)<35%, Left Bundle Branch Block (LBBB)>120 ms, New York Heart Association (NYHA) Class II-III)","['Patients' 'recommended' 'for' 'CRT-P' 'or' 'CRT-D' 'for' 'heart'
 'failure' '(' 'HF' ')' 'according' 'to' 'current' 'American' 'Heart'
 'Association' '(' 'AHA' ')' '/American' 'College' 'of' 'Cardiology' '('
 'ACC' ')' '/Heart' 'Rhythm' 'Society' '(' 'HRS' ')' 'guidelines' 'of'
 'Left' 'Ventricle' 'Ejection' 'Fraction' '(' 'LVEF' ')' '<' '35' '%' ','
 'Left' 'Bundle' 'Branch' 'Block' '(' 'LBBB' ')' '>' '120' 'ms' ',' 'New'
 'York' 'Heart' 'Association' '(' 'NYHA' ')' 'Class' 'II-III' ')']","[0. 0. 0. 1. 0. 1. 0. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NCT02780401,"15:29:cancer,31:44:cancer,46:73:cancer","Patients with non-metastatic, node positive, HER2 negative breast cancer, confirmed by pathology report, who are in remission and defined as having no evidence of disease (NED)","['Patients' 'with' 'non-metastatic' ',' 'node' 'positive' ',' 'HER2'
 'negative' 'breast' 'cancer' ',' 'confirmed' 'by' 'pathology' 'report'
 ',' 'who' 'are' 'in' 'remission' 'and' 'defined' 'as' 'having' 'no'
 'evidence' 'of' 'disease' '(' 'NED' ')']","[0. 0. 3. 0. 3. 3. 0. 3. 3. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
NCT02778282,"45:59:chronic_disease,61:68:chronic_disease,70:75:chronic_disease,77:88:chronic_disease,90:99:chronic_disease,101:113:chronic_disease,118:139:chronic_disease,170:179:treatment,","Serious unstable medical illness including, cardiovascular, hepatic, renal, respiratory, endocrine, neurological, or hematological disease such that hospitalization for treatment of that illness is likely within the next 3 months","['Serious' 'unstable' 'medical' 'illness' 'including' ',' 'cardiovascular'
 ',' 'hepatic' ',' 'renal' ',' 'respiratory' ',' 'endocrine' ','
 'neurological' ',' 'or' 'hematological' 'disease' 'such' 'that'
 'hospitalization' 'for' 'treatment' 'of' 'that' 'illness' 'is' 'likely'
 'within' 'the' 'next' '3' 'months']","[0. 0. 0. 0. 0. 0. 2. 0. 2. 0. 2. 0. 2. 0. 2. 0. 2. 0. 0. 2. 2. 0. 0. 0.
 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NCT02776761,"28:45:chronic_disease,49:74:chronic_disease,86:130:chronic_disease","Any confirmed or suspected immunosuppressive or immunodeficient condition, including human immunodeficiency virus (HIV) infection","['Any' 'confirmed' 'or' 'suspected' 'immunosuppressive' 'or'
 'immunodeficient' 'condition' ',' 'including' 'human' 'immunodeficiency'
 'virus' '(' 'HIV' ')' 'infection']",[0. 0. 0. 0. 2. 0. 2. 2. 0. 0. 2. 2. 2. 2. 2. 0. 0.]
NCT02775162,"47:62:treatment,64:78:treatment,80:97:treatment,99:124:treatment","requiring all of the following at the time of transplantation: oxygen therapy, inotropic support, renal replacement therapy","['requiring' 'all' 'of' 'the' 'following' 'at' 'the' 'time' 'of'
 'transplantation' ':' 'oxygen' 'therapy' ',' 'inotropic' 'support' ','
 'renal' 'replacement' 'therapy']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 0. 1. 1. 0. 1. 1. 1.]
NCT02772562,"61:82:allergy_name,91:137:allergy_name,142:159:allergy_name","Prior history of serious toxicity or a systemic reaction to vaccinia immunization such as myopericarditis progressive vaccinia infection, or eczema vaccinatum","['Prior' 'history' 'of' 'serious' 'toxicity' 'or' 'a' 'systemic'
 'reaction' 'to' 'vaccinia' 'immunization' 'such' 'as' 'myopericarditis'
 'progressive' 'vaccinia' 'infection' ',' 'or' 'eczema' 'vaccinatum']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 4. 4. 0. 0. 4. 4. 4. 4. 0. 0. 4. 4.]
NCT02771626,"25:43:treatment,56:71:treatment,,87:97:treatment,119:157:treatment,",Any condition requiring systemic treatment with either corticosteroids (> 10 mg daily prednisone equivalent) or other systemic immunosuppressive medications within 2 weeks,"['Any' 'condition' 'requiring' 'systemic' 'treatment' 'with' 'either'
 'corticosteroids' '(' '>' '10' 'mg' 'daily' 'prednisone' 'equivalent' ')'
 'or' 'other' 'systemic' 'immunosuppressive' 'medications' 'within' '2'
 'weeks']",[0. 0. 0. 1. 1. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02770547,"1:23:chronic_disease,,,37:74:treatment,78:82:treatment,86:109:treatment",Chronic kidney disease (eGFR <30 by Modification of Diet in Renal Disease or Mayo or Cockcroft-Gault formula),"['Chronic' 'kidney' 'disease' '(' 'eGFR' '<' '30' 'by' 'Modification' 'of'
 'Diet' 'in' 'Renal' 'Disease' 'or' 'Mayo' 'or' 'Cockcroft-Gault'
 'formula' ')']",[2. 2. 2. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 0. 1. 0. 1. 1. 0.]
NCT02769611,",,,19:32:chronic_disease,19:37:chronic_disease,48:85:chronic_disease,,,189:205:treatment,209:220:treatment,",NYHA Class III-IV heart failure (HF) confirmed left ventricular systolic dysfunction with left ventricular ejection fraction (LVEF) <40% as assessed by noninvasive imaging studies such as echocardiography or cardiac MRI within the last 6 months admitted with decompensated heart failure and almost ready for clinical discharge,"['NYHA' 'Class' 'III-IV' 'heart' 'failure' '(' 'HF' ')' 'confirmed' 'left'
 'ventricular' 'systolic' 'dysfunction' 'with' 'left' 'ventricular'
 'ejection' 'fraction' '(' 'LVEF' ')' '<' '40' '%' 'as' 'assessed' 'by'
 'noninvasive' 'imaging' 'studies' 'such' 'as' 'echocardiography' 'or'
 'cardiac' 'MRI' 'within' 'the' 'last' '6' 'months' 'admitted' 'with'
 'decompensated' 'heart' 'failure' 'and' 'almost' 'ready' 'for' 'clinical'
 'discharge']","[0. 0. 0. 2. 2. 2. 0. 0. 0. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]"
NCT02763033,"1:17:chronic_disease,60:116:treatment,147:159:chronic_disease",Active infection is defined as a stool sample positive for Clostridium difficile toxin via EIA (enzyme immunoassay) and either symptoms (frequent loose stools),"['Active' 'infection' 'is' 'defined' 'as' 'a' 'stool' 'sample' 'positive'
 'for' 'Clostridium' 'difficile' 'toxin' 'via' 'EIA' '(' 'enzyme'
 'immunoassay' ')' 'and' 'either' 'symptoms' '(' 'frequent' 'loose'
 'stools' ')']","[2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.
 2. 2. 0.]"
NCT02762006,"13:22:treatment,28:41:treatment,50:60:cancer,71:79:cancer,81:99:treatment,101:117:chronic_disease","No previous treatment with immunotherapy for any malignancy including cytokine, anti-tumor vaccine, T-cell activator, co-stimulator or immune checkpoint inhibitor","['No' 'previous' 'treatment' 'with' 'immunotherapy' 'for' 'any'
 'malignancy' 'including' 'cytokine' ',' 'anti-tumor' 'vaccine' ','
 'T-cell' 'activator' ',' 'co-stimulator' 'or' 'immune' 'checkpoint'
 'inhibitor']",[0. 0. 1. 0. 1. 0. 0. 3. 0. 3. 0. 1. 1. 0. 2. 2. 0. 0. 0. 0. 0. 0.]
NCT02760498,"16:50:chronic_disease,58:82:chronic_disease,88:105:chronic_disease,109:126:chronic_disease",Infection with human immunodeficiency virus (HIV) and/or chronic/active infection with hepatitis B virus or hepatitis C virus,"['Infection' 'with' 'human' 'immunodeficiency' 'virus' '(' 'HIV' ')'
 'and/or' 'chronic/active' 'infection' 'with' 'hepatitis' 'B' 'virus' 'or'
 'hepatitis' 'C' 'virus']",[0. 0. 2. 2. 2. 2. 0. 0. 0. 2. 2. 0. 2. 2. 2. 0. 0. 0. 0.]
NCT02759120,"32:45:allergy_name,50:62:allergy_name,64:76:allergy_name","Allergy or intolerance to both tetracyclines AND trimethoprim, sulfonamides or their combination","['Allergy' 'or' 'intolerance' 'to' 'both' 'tetracyclines' 'AND'
 'trimethoprim' ',' 'sulfonamides' 'or' 'their' 'combination']",[0. 0. 0. 0. 0. 4. 0. 4. 0. 4. 0. 0. 0.]
NCT02755896,"29:60:cancer,68:88:treatment,114:151:cancer",Presence of a proportion of Ductal Carcinoma in-situ (DCIS) in the core biopsy specimen which is compatible with extensive intraductal component (EIC),"['Presence' 'of' 'a' 'proportion' 'of' 'Ductal' 'Carcinoma' 'in-situ' '('
 'DCIS' ')' 'in' 'the' 'core' 'biopsy' 'specimen' 'which' 'is'
 'compatible' 'with' 'extensive' 'intraductal' 'component' '(' 'EIC' ')']","[0. 0. 0. 0. 0. 3. 3. 3. 3. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 3. 3. 3. 3.
 0. 0.]"
NCT02753283,"10:43:treatment,45:55:treatment,60:90:treatment,182:191:treatment","Those on hormone replacement therapy (HRT), raloxifene, or prescribed protective hip pads by their Primary Care Physician (PCP) will be allowed to participate and continue on these therapies","['Those' 'on' 'hormone' 'replacement' 'therapy' '(' 'HRT' ')' ','
 'raloxifene' ',' 'or' 'prescribed' 'protective' 'hip' 'pads' 'by' 'their'
 'Primary' 'Care' 'Physician' '(' 'PCP' ')' 'will' 'be' 'allowed' 'to'
 'participate' 'and' 'continue' 'on' 'these' 'therapies']","[0. 0. 1. 1. 1. 1. 0. 0. 0. 1. 0. 0. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]"
NCT02747888,"15:29:cancer,46:62:chronic_disease,88:95:cancer,146:162:chronic_disease","Families with thyroid cancer and a suspected genetic syndrome (e.g. multiple childhood cancers in the family, multiple primary cancers, multiple endocrinopathies, etc.)","['Families' 'with' 'thyroid' 'cancer' 'and' 'a' 'suspected' 'genetic'
 'syndrome' '(' 'e.g' '.' 'multiple' 'childhood' 'cancers' 'in' 'the'
 'family' ',' 'multiple' 'primary' 'cancers' ',' 'multiple'
 'endocrinopathies' ',' 'etc' '.' ')']","[0. 0. 3. 3. 0. 0. 0. 2. 2. 0. 0. 0. 0. 0. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 2. 0. 0. 0. 0.]"
NCT02744391,"38:55:chronic_disease,57:75:chronic_disease,77:103:chronic_disease,118:140:chronic_disease,185:208:chronic_disease","Presence of a clinically significant brain abnormality, significant anemia, insulin dependent diabetes, a history of cardiovascular disease, or uncontrolled/untreated risk factors for coronary artery disease","['Presence' 'of' 'a' 'clinically' 'significant' 'brain' 'abnormality' ','
 'significant' 'anemia' ',' 'insulin' 'dependent' 'diabetes' ',' 'a'
 'history' 'of' 'cardiovascular' 'disease' ',' 'or'
 'uncontrolled/untreated' 'risk' 'factors' 'for' 'coronary' 'artery'
 'disease']","[0. 0. 0. 0. 2. 2. 2. 0. 0. 0. 0. 2. 2. 2. 0. 0. 0. 0. 2. 2. 0. 0. 0. 0.
 0. 0. 2. 2. 2.]"
NCT02742454,"43:57:chronic_disease,59:89:chronic_disease,91:121:chronic_disease","Life-threatening condition of fetus (e.g. severe hydrops, lethal chromosomal abnormality, severe congenital malformation)","['Life-threatening' 'condition' 'of' 'fetus' '(' 'e.g' '.' 'severe'
 'hydrops' ',' 'lethal' 'chromosomal' 'abnormality' ',' 'severe'
 'congenital' 'malformation' ')']",[0. 0. 0. 0. 0. 0. 0. 2. 2. 2. 2. 2. 2. 0. 0. 0. 0. 0.]
NCT02740361,"1:39:chronic_disease,48:56:chronic_disease,60:66:chronic_disease",substantial neurocognitive impairments such as dementia or autism,"['substantial' 'neurocognitive' 'impairments' 'such' 'as' 'dementia' 'or'
 'autism']",[2. 2. 2. 0. 0. 2. 0. 2.]
NCT02739620,"11:22:treatment,26:47:treatment,64:73:treatment",receiving neoadjuvant or adjuvant chemotherapy with or without radiation,"['receiving' 'neoadjuvant' 'or' 'adjuvant' 'chemotherapy' 'with' 'or'
 'without' 'radiation']",[0. 1. 0. 1. 1. 0. 0. 0. 1.]
NCT02737202,"10:21:chronic_disease,23:28:chronic_disease,30:37:chronic_disease,39:59:chronic_disease,63:81:chronic_disease,,","Advanced hematologic, renal, hepatic, non-LAM lung disease or metabolic diseases; or BMI of >35","['Advanced' 'hematologic' ',' 'renal' ',' 'hepatic' ',' 'non-LAM' 'lung'
 'disease' 'or' 'metabolic' 'diseases' ';' 'or' 'BMI' 'of' '>' '35']",[0. 2. 0. 2. 0. 2. 0. 2. 2. 2. 0. 2. 2. 0. 0. 0. 0. 0. 0.]
NCT02734771,",28:51:chronic_disease,,,93:107:treatment,111:146:treatment",New York Heart Association class III heart failure or ejection fraction of less than 30% on echocardiogram or Multi Gated Acquisition Scan (MUGA),"['New' 'York' 'Heart' 'Association' 'class' 'III' 'heart' 'failure' 'or'
 'ejection' 'fraction' 'of' 'less' 'than' '30' '%' 'on' 'echocardiogram'
 'or' 'Multi' 'Gated' 'Acquisition' 'Scan' '(' 'MUGA' ')']","[0. 0. 0. 0. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 1. 1. 1.
 0. 0.]"
NCT02734134,"48:62:treatment,64:80:treatment,85:117:treatment","Resistant organisms not sensitive to available IV antibiotics, oral antibiotics, or heat stable antibiotic additives to bone cement with documented elution characteristics","['Resistant' 'organisms' 'not' 'sensitive' 'to' 'available' 'IV'
 'antibiotics' ',' 'oral' 'antibiotics' ',' 'or' 'heat' 'stable'
 'antibiotic' 'additives' 'to' 'bone' 'cement' 'with' 'documented'
 'elution' 'characteristics']",[0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 1. 0. 0. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0.]
NCT02728050,"1:4:cancer,16:50:cancer,,170:186:cancer",AML other than acute promyelocytic leukemia (APL) with t(15;17)(q22;q12) or variants according to the 2008 World Health Organization (WHO) classification; patients with biphenotypic AML,"['AML' 'other' 'than' 'acute' 'promyelocytic' 'leukemia' '(' 'APL' ')'
 'with' 't' '(' '15' ';' '17' ')' '(' 'q22' ';' 'q12' ')' 'or' 'variants'
 'according' 'to' 'the' '2008' 'World' 'Health' 'Organization' '(' 'WHO'
 ')' 'classification' ';' 'patients' 'with' 'biphenotypic' 'AML']","[3. 0. 0. 3. 3. 3. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 3.]"
NCT02727972,"14:31:chronic_disease,56:70:treatment,80:88:treatment,90:97:treatment,99:106:treatment,108:115:treatment","history of a bleeding disorder or are currently taking anticoagulants (such as Coumadin, Heparin, Pradaxa, Xarelto)","['history' 'of' 'a' 'bleeding' 'disorder' 'or' 'are' 'currently' 'taking'
 'anticoagulants' '(' 'such' 'as' 'Coumadin' ',' 'Heparin' ',' 'Pradaxa'
 ',' 'Xarelto' ')']",[0. 0. 0. 2. 2. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 1. 0. 1. 0. 1. 0.]
NCT02725177,"21:31:cancer,55:85:cancer,89:116:cancer,121:147:cancer,","Have any history of malignancy, except fully resected cutaneous squamous cell cancer or cutaneous basal cell cancer, or cervical carcinoma in-situ with a minimum of 5 years period without recurrence","['Have' 'any' 'history' 'of' 'malignancy' ',' 'except' 'fully' 'resected'
 'cutaneous' 'squamous' 'cell' 'cancer' 'or' 'cutaneous' 'basal' 'cell'
 'cancer' ',' 'or' 'cervical' 'carcinoma' 'in-situ' 'with' 'a' 'minimum'
 'of' '5' 'years' 'period' 'without' 'recurrence']","[0. 0. 0. 0. 3. 0. 0. 0. 0. 3. 3. 3. 3. 0. 0. 0. 0. 0. 0. 0. 3. 3. 3. 0.
 0. 0. 0. 0. 0. 0. 0. 0.]"
NCT02724540,",44:62:treatment,64:68:treatment,70:78:treatment,82:89:treatment,119:148:treatment","Patients must be at least one month beyond prior chemotherapy, PRRT, ablation or surgery, and have recovered from all therapy-associated toxicities","['Patients' 'must' 'be' 'at' 'least' 'one' 'month' 'beyond' 'prior'
 'chemotherapy' ',' 'PRRT' ',' 'ablation' 'or' 'surgery' ',' 'and' 'have'
 'recovered' 'from' 'all' 'therapy-associated' 'toxicities']",[0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 1. 1.]
NCT02721381,"24:36:chronic_disease,44:56:chronic_disease,60:77:chronic_disease","history of significant brain injury, known neurological or genetic condition","['history' 'of' 'significant' 'brain' 'injury' ',' 'known' 'neurological'
 'or' 'genetic' 'condition']",[0. 0. 0. 2. 2. 0. 0. 2. 0. 2. 2.]
NCT02712736,"15:18:chronic_disease,33:49:treatment,51:58:treatment,67:79:treatment","patients with PSC, confirmed by laboratory tests, imaging, and/or liver biopsy","['patients' 'with' 'PSC' ',' 'confirmed' 'by' 'laboratory' 'tests' ','
 'imaging' ',' 'and/or' 'liver' 'biopsy']",[0. 0. 2. 0. 0. 0. 1. 1. 0. 1. 0. 0. 1. 1.]
NCT02706353,"43:71:cancer,76:92:cancer,99:114:cancer","Histologically or cytologically confirmed malignant melanoma from skin, or mucosal melanoma (i.e. ocular melanoma subjects are not eligible)","['Histologically' 'or' 'cytologically' 'confirmed' 'malignant' 'melanoma'
 'from' 'skin' ',' 'or' 'mucosal' 'melanoma' '(' 'i.e' '.' 'ocular'
 'melanoma' 'subjects' 'are' 'not' 'eligible' ')']",[0. 0. 0. 0. 3. 3. 3. 3. 0. 0. 3. 3. 0. 0. 0. 3. 3. 0. 0. 0. 0. 0.]
NCT02706249,"79:101:cancer,103:111:cancer,115:131:cancer","Participants must have histologically or cytologically confirmed diagnosis of solid tumor malignancy, lymphoma or multiple myeloma","['Participants' 'must' 'have' 'histologically' 'or' 'cytologically'
 'confirmed' 'diagnosis' 'of' 'solid' 'tumor' 'malignancy' ',' 'lymphoma'
 'or' 'multiple' 'myeloma']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 3. 3. 0. 3. 0. 3. 3.]
NCT02703220,"27:45:chronic_disease,117:145:chronic_disease,146:166:chronic_disease,,","Patients with significant pulmonary diseases by history and abnormal pulmonary function testing, including moderate obstructive/restrictive lung/chest wall disorders with resting oxygen saturation of <96% or on supplemental oxygen","['Patients' 'with' 'significant' 'pulmonary' 'diseases' 'by' 'history'
 'and' 'abnormal' 'pulmonary' 'function' 'testing' ',' 'including'
 'moderate' 'obstructive/restrictive' 'lung/chest' 'wall' 'disorders'
 'with' 'resting' 'oxygen' 'saturation' 'of' '<' '96' '%' 'or' 'on'
 'supplemental' 'oxygen']","[0. 0. 0. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 2. 2. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]"
NCT02701998,"42:56:chronic_disease,58:67:chronic_disease,72:89:chronic_disease","No major signs or symptoms suggestive of cardiovascular, pulmonary, or metabolic disease (as determined by attending physician)","['No' 'major' 'signs' 'or' 'symptoms' 'suggestive' 'of' 'cardiovascular'
 ',' 'pulmonary' ',' 'or' 'metabolic' 'disease' '(' 'as' 'determined' 'by'
 'attending' 'physician' ')']",[0. 0. 0. 0. 0. 0. 0. 2. 0. 2. 0. 0. 2. 2. 0. 0. 0. 0. 0. 0. 0.]
NCT02699697,"1:11:cancer,19:24:cancer,26:31:cancer,33:37:cancer,55:64:treatment","Metastases to the skull, hands, feet are not eligible treatment sites","['Metastases' 'to' 'the' 'skull' ',' 'hands' ',' 'feet' 'are' 'not'
 'eligible' 'treatment' 'sites']",[3. 0. 0. 3. 0. 3. 0. 3. 0. 0. 0. 1. 0.]
NCT02693080,"21:25:treatment,49:59:cancer,74:100:cancer,104:119:cancer","Patients undergoing SABR for the treatment of a lung tumor, inclusive of non-small cell lung cancer or lung metastases","['Patients' 'undergoing' 'SABR' 'for' 'the' 'treatment' 'of' 'a' 'lung'
 'tumor' ',' 'inclusive' 'of' 'non-small' 'cell' 'lung' 'cancer' 'or'
 'lung' 'metastases']",[0. 0. 1. 0. 0. 0. 0. 0. 3. 3. 0. 0. 0. 3. 3. 3. 3. 0. 0. 0.]
NCT02688647,"51:54:chronic_disease,51:64:chronic_disease,,129:136:treatment",Documented sustained improvement of the subject's IPF condition up to 12 months before study entry with or without IPF-specific therapy,"['Documented' 'sustained' 'improvement' 'of' 'the' 'subject' ""'s"" 'IPF'
 'condition' 'up' 'to' '12' 'months' 'before' 'study' 'entry' 'with' 'or'
 'without' 'IPF-specific' 'therapy']",[0. 0. 0. 0. 0. 0. 0. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]
NCT02688647,"1:19:treatment,,59:73:treatment,77:87:treatment,89:99:treatment,104:113:treatment","Systemic treatment within 4 weeks before study entry with cyclosporine A or tacrolimus, everolimus, or sirolimus (calcineurin or mammalian target of rapamycin inhibitors)","['Systemic' 'treatment' 'within' '4' 'weeks' 'before' 'study' 'entry'
 'with' 'cyclosporine' 'A' 'or' 'tacrolimus' ',' 'everolimus' ',' 'or'
 'sirolimus' '(' 'calcineurin' 'or' 'mammalian' 'target' 'of' 'rapamycin'
 'inhibitors' ')']","[1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0.]"
NCT02687906,"25:40:chronic_disease,73:94:chronic_disease,98:120:chronic_disease","Evidence of significant hepatic disease or dysfunction, including known acute viral hepatitis or hepatic encephalopathy","['Evidence' 'of' 'significant' 'hepatic' 'disease' 'or' 'dysfunction' ','
 'including' 'known' 'acute' 'viral' 'hepatitis' 'or' 'hepatic'
 'encephalopathy']",[0. 0. 0. 2. 2. 0. 0. 0. 0. 0. 2. 2. 2. 0. 0. 0.]
NCT02682407,"22:26:chronic_disease,28:43:chronic_disease,45:47:chronic_disease,52:69:chronic_disease,80:101:chronic_disease","Have a diagnosis of: IgAN, Lupus Nephritis, MN, or C3 Glomerulopathy including Dense Deposit Disease","['Have' 'a' 'diagnosis' 'of' ':' 'IgAN' ',' 'Lupus' 'Nephritis' ',' 'MN'
 ',' 'or' 'C3' 'Glomerulopathy' 'including' 'Dense' 'Deposit' 'Disease']",[0. 0. 0. 0. 0. 2. 0. 2. 2. 0. 2. 0. 0. 2. 2. 0. 2. 2. 2.]
NCT02681614,"90:106:chronic_disease,108:144:chronic_disease,146:170:chronic_disease,172:190:chronic_disease,195:232:chronic_disease","Patients with uncontrolled intercurrent illness including, but not limited to ongoing or active infection, symptomatic congestive heart failure, unstable angina pectoris, cardiac arrhythmia, or psychiatric illness/social situations that would limit compliance with study requirements","['Patients' 'with' 'uncontrolled' 'intercurrent' 'illness' 'including' ','
 'but' 'not' 'limited' 'to' 'ongoing' 'or' 'active' 'infection' ','
 'symptomatic' 'congestive' 'heart' 'failure' ',' 'unstable' 'angina'
 'pectoris' ',' 'cardiac' 'arrhythmia' ',' 'or' 'psychiatric'
 'illness/social' 'situations' 'that' 'would' 'limit' 'compliance' 'with'
 'study' 'requirements']","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 0. 2. 2. 2. 2. 0. 2. 2. 2.
 0. 2. 2. 0. 0. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0.]"
NCT02679560,"8:34:treatment,36:47:treatment,49:59:treatment,61:70:treatment,72:92:treatment,98:125:treatment,127:138:treatment,140:148:treatment,150:158:treatment","Use of direct thrombin inhibitors (bivalirudin, argatroban, desirudin, dabigatran etexilate), or direct factor Xa inhibitors (rivaroxaban, apixaban, edoxaban)","['Use' 'of' 'direct' 'thrombin' 'inhibitors' '(' 'bivalirudin' ','
 'argatroban' ',' 'desirudin' ',' 'dabigatran' 'etexilate' ')' ',' 'or'
 'direct' 'factor' 'Xa' 'inhibitors' '(' 'rivaroxaban' ',' 'apixaban' ','
 'edoxaban' ')']","[0. 0. 1. 1. 1. 1. 1. 0. 1. 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.
 1. 0. 1. 0.]"
NCT02672098,"43:55:cancer,86:96:cancer,98:125:cancer,130:156:cancer","Histologic types feature would be serous, endometrioid, clear cell, undifferentiated carcinomas, transitional cell carcinoma, or mixed epithelial carcinoma • No End organ function","['Histologic' 'types' 'feature' 'would' 'be' 'serous' ',' 'endometrioid'
 ',' 'clear' 'cell' ',' 'undifferentiated' 'carcinomas' ',' 'transitional'
 'cell' 'carcinoma' ',' 'or' 'mixed' 'epithelial' 'carcinoma' '•' 'No'
 'End' 'organ' 'function']","[0. 0. 0. 0. 0. 0. 0. 3. 0. 0. 0. 0. 0. 3. 0. 3. 3. 3. 0. 0. 3. 3. 3. 0.
 0. 0. 0. 0.]"
NCT02670044,"14:37:chronic_disease,39:74:chronic_disease,96:99:chronic_disease,101:111:cancer,113:129:chronic_disease,134:163:chronic_disease","Positive for hepatitis C virus (HCV), hepatitis B surface antigen (HBsAg) and known history of HIV, malignancy, active infection and cardiovascular diseases (CVs)","['Positive' 'for' 'hepatitis' 'C' 'virus' '(' 'HCV' ')' ',' 'hepatitis'
 'B' 'surface' 'antigen' '(' 'HBsAg' ')' 'and' 'known' 'history' 'of'
 'HIV' ',' 'malignancy' ',' 'active' 'infection' 'and' 'cardiovascular'
 'diseases' '(' 'CVs' ')']","[0. 0. 2. 2. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 3. 0.
 2. 2. 0. 2. 2. 2. 0. 0.]"
NCT02669173,"1:24:cancer,32:47:chronic_disease,49:70:chronic_disease,72:78:chronic_disease,","Arterial ischemic event (e.g., unstable angina, myocardial infarction, stroke) within 6 months of study entry","['Arterial' 'ischemic' 'event' '(' 'e.g.' ',' 'unstable' 'angina' ','
 'myocardial' 'infarction' ',' 'stroke' ')' 'within' '6' 'months' 'of'
 'study' 'entry']",[3. 3. 3. 0. 0. 0. 2. 2. 0. 2. 2. 0. 2. 0. 0. 0. 0. 0. 0. 0.]
