ID,tags,text,tokens,ner_tags
NCT02826343,"12:38:chronic_disease,40:61:chronic_disease,66:75:chronic_disease","History of congenital cardiac disease, chronic renal failure, or cirrhosis","['History' 'of' 'congenital' 'cardiac' 'disease' ',' 'chronic' 'renal'
 'failure' ',' 'or' 'cirrhosis']",[0. 0. 2. 2. 2. 0. 2. 2. 2. 0. 0. 2.]
NCT02881242,"35:58:chronic_disease,66:89:chronic_disease,91:115:chronic_disease,117:136:chronic_disease","History of clinically significant ventricular arrhythmias (e.g., ventricular tachycardia, ventricular fibrillation, torsades de pointes)","['History' 'of' 'clinically' 'significant' 'ventricular' 'arrhythmias' '('
 'e.g.' ',' 'ventricular' 'tachycardia' ',' 'ventricular' 'fibrillation'
 ',' 'torsades' 'de' 'pointes' ')']",[0. 0. 0. 0. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 2. 0.]
NCT01620216,"39:62:chronic_disease,72:95:chronic_disease,97:121:chronic_disease,126:145:chronic_disease","Any history of clinically significant ventricular arrhythmias (such as ventricular tachycardia, ventricular fibrillation, or torsades de pointes)","['Any' 'history' 'of' 'clinically' 'significant' 'ventricular'
 'arrhythmias' '(' 'such' 'as' 'ventricular' 'tachycardia' ','
 'ventricular' 'fibrillation' ',' 'or' 'torsades' 'de' 'pointes' ')']",[0. 0. 0. 0. 0. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 2. 0.]
NCT02833792,"12:18:cancer,,76:81:cancer,85:108:cancer","History of cancer within the past 5 years, with the exception of localized basal or squamous cell carcinoma","['History' 'of' 'cancer' 'within' 'the' 'past' '5' 'years' ',' 'with'
 'the' 'exception' 'of' 'localized' 'basal' 'or' 'squamous' 'cell'
 'carcinoma']",[0. 0. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 0. 3. 3. 3.]
NCT02161380,"12:18:cancer,,58:63:cancer,67:90:cancer",History of cancer within five years other than localized basal or squamous cell carcinoma not near the orbital area,"['History' 'of' 'cancer' 'within' 'five' 'years' 'other' 'than'
 'localized' 'basal' 'or' 'squamous' 'cell' 'carcinoma' 'not' 'near' 'the'
 'orbital' 'area']",[0. 0. 3. 0. 0. 0. 0. 0. 0. 3. 0. 3. 3. 3. 0. 0. 0. 0. 0.]
NCT02693990,"76:92:chronic_disease,106:130:chronic_disease,132:156:chronic_disease,158:176:chronic_disease","Uncontrolled intercurrent illness including, but not limited to ongoing or active infection, symptomatic congestive heart failure, unstable angina pectoris, cardiac arrhythmia, or psychiatric illness/social situations that would limit compliance with study requirements","['Uncontrolled' 'intercurrent' 'illness' 'including' ',' 'but' 'not'
 'limited' 'to' 'ongoing' 'or' 'active' 'infection' ',' 'symptomatic'
 'congestive' 'heart' 'failure' ',' 'unstable' 'angina' 'pectoris' ','
 'cardiac' 'arrhythmia' ',' 'or' 'psychiatric' 'illness/social'
 'situations' 'that' 'would' 'limit' 'compliance' 'with' 'study'
 'requirements']","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 0. 0. 2. 2. 2. 0. 2. 2. 2. 0. 2.
 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NCT02101944,"77:93:chronic_disease,107:131:chronic_disease,133:157:chronic_disease,159:177:chronic_disease","Uncontrolled intercurrent illness including, but not limited to, ongoing or active infection, symptomatic congestive heart failure, unstable angina pectoris, cardiac arrhythmia","['Uncontrolled' 'intercurrent' 'illness' 'including' ',' 'but' 'not'
 'limited' 'to' ',' 'ongoing' 'or' 'active' 'infection' ',' 'symptomatic'
 'congestive' 'heart' 'failure' ',' 'unstable' 'angina' 'pectoris' ','
 'cardiac' 'arrhythmia']","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 2. 0. 0. 2. 2. 2. 0. 2. 2. 2. 0.
 2. 2.]"
NCT02581982,"7:25:chronic_disease,14:25:chronic_disease,88:99:chronic_disease","Known active hepatitis B (e.g., hepatitis B virus surface antigen [HBsAg] reactive) or hepatitis C (e.g., hepatitis C virus [HCV] ribonucleic acid [RNA] [qualitative] is detected)","['Known' 'active' 'hepatitis' 'B' '(' 'e.g.' ',' 'hepatitis' 'B' 'virus'
 'surface' 'antigen' '[' 'HBsAg' ']' 'reactive' ')' 'or' 'hepatitis' 'C'
 '(' 'e.g.' ',' 'hepatitis' 'C' 'virus' '[' 'HCV' ']' 'ribonucleic' 'acid'
 '[' 'RNA' ']' '[' 'qualitative' ']' 'is' 'detected' ')']","[0. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NCT02541565,"11:29:chronic_disease,18:29:chronic_disease,166:177:chronic_disease","Has known active hepatitis B (e.g., hepatitis B virus surface protein antigen [HBsAg] reactive or hepatitis B virus [HBV] deoxyribonucleic acid [DNA] detectable) or hepatitis C (e.g., hepatitis C virus [HCV] ribonucleic acid [RNA] [qualitative] is detected)","['Has' 'known' 'active' 'hepatitis' 'B' '(' 'e.g.' ',' 'hepatitis' 'B'
 'virus' 'surface' 'protein' 'antigen' '[' 'HBsAg' ']' 'reactive' 'or'
 'hepatitis' 'B' 'virus' '[' 'HBV' ']' 'deoxyribonucleic' 'acid' '[' 'DNA'
 ']' 'detectable' ')' 'or' 'hepatitis' 'C' '(' 'e.g.' ',' 'hepatitis' 'C'
 'virus' '[' 'HCV' ']' 'ribonucleic' 'acid' '[' 'RNA' ']' '['
 'qualitative' ']' 'is' 'detected' ')']","[0. 0. 2. 2. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0.]"
NCT02566304,",,332:354:cancer,344:354:cancer,421:430:treatment",HCT-CI/Age Score ≤ 5 points (Patients with greater than 5 points will be allowed for trial with approval of the PI and the Co-PI or his designee. This is an adjustment to account for healthy patients who meet the spirit of this protocol but have histories that result in higher than HCT-CI 5 points. An example is a patient with a solid tumor malignancy in their remote history (adds 3 points to HCT-CI total) where the treatment for the malignancy occurred years to decades before and there has been complete recovery of toxicities,"['HCT-CI/Age' 'Score' '≤' '5' 'points' '(' 'Patients' 'with' 'greater'
 'than' '5' 'points' 'will' 'be' 'allowed' 'for' 'trial' 'with' 'approval'
 'of' 'the' 'PI' 'and' 'the' 'Co-PI' 'or' 'his' 'designee' '.' 'This' 'is'
 'an' 'adjustment' 'to' 'account' 'for' 'healthy' 'patients' 'who' 'meet'
 'the' 'spirit' 'of' 'this' 'protocol' 'but' 'have' 'histories' 'that'
 'result' 'in' 'higher' 'than' 'HCT-CI' '5' 'points' '.' 'An' 'example'
 'is' 'a' 'patient' 'with' 'a' 'solid' 'tumor' 'malignancy' 'in' 'their'
 'remote' 'history' '(' 'adds' '3' 'points' 'to' 'HCT-CI' 'total' ')'
 'where' 'the' 'treatment' 'for' 'the' 'malignancy' 'occurred' 'years'
 'to' 'decades' 'before' 'and' 'there' 'has' 'been' 'complete' 'recovery'
 'of' 'toxicities']","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 3. 3. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0.]"
NCT02566304,",,,371:393:cancer,383:393:cancer,460:469:treatment",HCT-CI/age Score >5 points (Patients with greater than 5 points will be allowed for trial with approval of the Principal Investigator and the Co-Principal Investigator or his designee. This is an adjustment to account for healthy patients who meet the spirit of this protocol but have histories that result in higher than HCT-CI 5 points. An example is a patient with a solid tumor malignancy in their remote history (adds 3 points to HCT-CI total) where the treatment for the malignancy occurred years to decades before and there has been complete recovery of toxicities,"['HCT-CI/age' 'Score' '>' '5' 'points' '(' 'Patients' 'with' 'greater'
 'than' '5' 'points' 'will' 'be' 'allowed' 'for' 'trial' 'with' 'approval'
 'of' 'the' 'Principal' 'Investigator' 'and' 'the' 'Co-Principal'
 'Investigator' 'or' 'his' 'designee' '.' 'This' 'is' 'an' 'adjustment'
 'to' 'account' 'for' 'healthy' 'patients' 'who' 'meet' 'the' 'spirit'
 'of' 'this' 'protocol' 'but' 'have' 'histories' 'that' 'result' 'in'
 'higher' 'than' 'HCT-CI' '5' 'points' '.' 'An' 'example' 'is' 'a'
 'patient' 'with' 'a' 'solid' 'tumor' 'malignancy' 'in' 'their' 'remote'
 'history' '(' 'adds' '3' 'points' 'to' 'HCT-CI' 'total' ')' 'where' 'the'
 'treatment' 'for' 'the' 'malignancy' 'occurred' 'years' 'to' 'decades'
 'before' 'and' 'there' 'has' 'been' 'complete' 'recovery' 'of'
 'toxicities']","[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 3. 3. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]"
NCT02553642,"34:39:cancer,,256:265:treatment,296:302:treatment","In the case that a patient had a tumor sample acquired prior to consenting to the study and this tumor sample is acceptable for processing as described in Appendix 4 (i.e. frozen sample stored) and the tumor sample was acquired within 60 days of starting treatment, this is acceptable and a new biopsy will not be required","['In' 'the' 'case' 'that' 'a' 'patient' 'had' 'a' 'tumor' 'sample'
 'acquired' 'prior' 'to' 'consenting' 'to' 'the' 'study' 'and' 'this'
 'tumor' 'sample' 'is' 'acceptable' 'for' 'processing' 'as' 'described'
 'in' 'Appendix' '4' '(' 'i.e' '.' 'frozen' 'sample' 'stored' ')' 'and'
 'the' 'tumor' 'sample' 'was' 'acquired' 'within' '60' 'days' 'of'
 'starting' 'treatment' ',' 'this' 'is' 'acceptable' 'and' 'a' 'new'
 'biopsy' 'will' 'not' 'be' 'required']","[0. 0. 0. 0. 0. 0. 0. 0. 3. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]"
NCT02519322,"35:40:cancer,55:61:treatment,137:146:treatment","if a sample contains insufficient tumor content, a re-biopsy will be required to obtain a sample with sufficient tumor content prior to treatment","['if' 'a' 'sample' 'contains' 'insufficient' 'tumor' 'content' ',' 'a'
 're-biopsy' 'will' 'be' 'required' 'to' 'obtain' 'a' 'sample' 'with'
 'sufficient' 'tumor' 'content' 'prior' 'to' 'treatment']",[0. 0. 0. 0. 0. 3. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]
NCT02547662,"18:30:treatment,32:44:treatment,53:70:treatment","Other concurrent chemotherapy, radiotherapy, or any ancillary therapy considered investigational","['Other' 'concurrent' 'chemotherapy' ',' 'radiotherapy' ',' 'or' 'any'
 'ancillary' 'therapy' 'considered' 'investigational']",[0. 0. 1. 0. 1. 0. 0. 0. 1. 1. 0. 0.]
NCT01415882,"18:30:treatment,32:44:treatment,53:70:treatment","Other concurrent chemotherapy, radiotherapy, or any ancillary therapy considered investigational","['Other' 'concurrent' 'chemotherapy' ',' 'radiotherapy' ',' 'or' 'any'
 'ancillary' 'therapy' 'considered' 'investigational']",[0. 0. 1. 0. 1. 0. 0. 0. 1. 1. 0. 0.]
NCT02542202,"17:26:treatment,30:46:cancer,59:77:treatment,79:103:treatment,105:130:treatment","the modality of treatment of brain metastases can include surgical resection, whole brain radiotherapy, stereotactic radiosurgery, or any combination of the above","['the' 'modality' 'of' 'treatment' 'of' 'brain' 'metastases' 'can'
 'include' 'surgical' 'resection' ',' 'whole' 'brain' 'radiotherapy' ','
 'stereotactic' 'radiosurgery' ',' 'or' 'any' 'combination' 'of' 'the'
 'above']","[0. 0. 0. 1. 0. 3. 3. 0. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1. 0. 0. 0. 0. 0. 0.
 0.]"
NCT02132598,"29:38:treatment,49:65:treatment,71:95:treatment,97:122:treatment,127:145:treatment","Patients who have undergone treatment for their brain metastases with whole brain radiotherapy, stereotactic radiosurgery, or surgical resection must be clinically stable and recovered from all procedures at the time of study enrollment","['Patients' 'who' 'have' 'undergone' 'treatment' 'for' 'their' 'brain'
 'metastases' 'with' 'whole' 'brain' 'radiotherapy' ',' 'stereotactic'
 'radiosurgery' ',' 'or' 'surgical' 'resection' 'must' 'be' 'clinically'
 'stable' 'and' 'recovered' 'from' 'all' 'procedures' 'at' 'the' 'time'
 'of' 'study' 'enrollment']","[0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 1. 1. 0. 1. 1. 0. 0. 1. 1. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NCT02532452,"13:16:treatment,20:31:treatment,,50:62:treatment",Infusion of ATG or alemtuzumab within 2 weeks of CTL infusion,"['Infusion' 'of' 'ATG' 'or' 'alemtuzumab' 'within' '2' 'weeks' 'of' 'CTL'
 'infusion']",[0. 0. 1. 0. 1. 0. 0. 0. 0. 1. 1.]
NCT02048332,"13:16:treatment,20:31:treatment,,50:62:treatment",Infusion of ATG or alemtuzumab within 2 weeks of CTL infusion,"['Infusion' 'of' 'ATG' 'or' 'alemtuzumab' 'within' '2' 'weeks' 'of' 'CTL'
 'infusion']",[0. 0. 1. 0. 1. 0. 0. 0. 0. 1. 1.]
NCT02519322,"15:23:chronic_disease,25:49:chronic_disease,60:74:chronic_disease,82:102:chronic_disease,118:137:treatment,139:148:chronic_disease,163:181:treatment","subjects with vitiligo, type I diabetes mellitus, residual hypothyroidism due to autoimmune condition only requiring hormone replacement, psoriasis not requiring systemic treatment, or conditions not expected to recur in the absence of an external trigger are permitted to enroll","['subjects' 'with' 'vitiligo' ',' 'type' 'I' 'diabetes' 'mellitus' ','
 'residual' 'hypothyroidism' 'due' 'to' 'autoimmune' 'condition' 'only'
 'requiring' 'hormone' 'replacement' ',' 'psoriasis' 'not' 'requiring'
 'systemic' 'treatment' ',' 'or' 'conditions' 'not' 'expected' 'to'
 'recur' 'in' 'the' 'absence' 'of' 'an' 'external' 'trigger' 'are'
 'permitted' 'to' 'enroll']","[0. 0. 2. 0. 2. 2. 2. 2. 0. 0. 2. 0. 0. 2. 2. 0. 0. 1. 1. 0. 2. 0. 0. 1.
 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NCT02259621,"47:55:chronic_disease,57:81:chronic_disease,92:106:chronic_disease,114:134:chronic_disease,150:169:treatment,171:180:chronic_disease,195:213:treatment","Subjects are permitted to enroll if they have vitiligo, type I diabetes mellitus, residual hypothyroidism due to autoimmune condition only requiring hormone replacement, psoriasis not requiring systemic treatment, or conditions not expected to recur in the absence of an external trigger","['Subjects' 'are' 'permitted' 'to' 'enroll' 'if' 'they' 'have' 'vitiligo'
 ',' 'type' 'I' 'diabetes' 'mellitus' ',' 'residual' 'hypothyroidism'
 'due' 'to' 'autoimmune' 'condition' 'only' 'requiring' 'hormone'
 'replacement' ',' 'psoriasis' 'not' 'requiring' 'systemic' 'treatment'
 ',' 'or' 'conditions' 'not' 'expected' 'to' 'recur' 'in' 'the' 'absence'
 'of' 'an' 'external' 'trigger']","[0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 2. 2. 2. 2. 0. 0. 2. 0. 0. 2. 2. 0. 0. 1.
 1. 0. 2. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]"
NCT02516670,"1:12:chronic_disease,14:24:treatment,26:36:treatment","Hepatitis C: boceprevir, telaprevir","['Hepatitis' 'C' ':' 'boceprevir' ',' 'telaprevir']",[2. 2. 0. 1. 0. 1.]
NCT01822522,"1:12:chronic_disease,14:24:treatment,26:36:treatment","Hepatitis C: boceprevir, telaprevir","['Hepatitis' 'C' ':' 'boceprevir' ',' 'telaprevir']",[2. 2. 0. 1. 0. 1.]
NCT02503722,"25:50:chronic_disease,52:90:chronic_disease,92:113:chronic_disease,129:146:treatment","Past medical history of interstitial lung disease, drug-induced interstitial lung disease, radiation pneumonitis which required steroid treatment, or any evidence of clinically active interstitial lung disease","['Past' 'medical' 'history' 'of' 'interstitial' 'lung' 'disease' ','
 'drug-induced' 'interstitial' 'lung' 'disease' ',' 'radiation'
 'pneumonitis' 'which' 'required' 'steroid' 'treatment' ',' 'or' 'any'
 'evidence' 'of' 'clinically' 'active' 'interstitial' 'lung' 'disease']","[0. 0. 0. 0. 2. 2. 2. 0. 2. 2. 2. 2. 0. 2. 2. 0. 0. 1. 1. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0.]"
NCT02496663,"25:50:chronic_disease,52:90:chronic_disease,92:113:chronic_disease,124:141:treatment","Past medical history of interstitial lung disease, drug-induced interstitial lung disease, radiation pneumonitis requiring steroid treatment, or any evidence of clinically active interstitial lung disease","['Past' 'medical' 'history' 'of' 'interstitial' 'lung' 'disease' ','
 'drug-induced' 'interstitial' 'lung' 'disease' ',' 'radiation'
 'pneumonitis' 'requiring' 'steroid' 'treatment' ',' 'or' 'any' 'evidence'
 'of' 'clinically' 'active' 'interstitial' 'lung' 'disease']","[0. 0. 0. 0. 2. 2. 2. 0. 2. 2. 2. 2. 0. 2. 2. 0. 1. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]"
NCT02496208,"42:55:treatment,48:55:treatment,,116:128:treatment","In addition, complete wound healing from prior surgery must be confirmed at least 28 days before the first dose of cabozantinib irrespective of the time from surgery","['In' 'addition' ',' 'complete' 'wound' 'healing' 'from' 'prior' 'surgery'
 'must' 'be' 'confirmed' 'at' 'least' '28' 'days' 'before' 'the' 'first'
 'dose' 'of' 'cabozantinib' 'irrespective' 'of' 'the' 'time' 'from'
 'surgery']","[0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.
 0. 0. 0. 0.]"
NCT01822522,"29:42:treatment,35:42:treatment,,103:115:treatment",complete wound healing from prior surgery must be confirmed at least 28 days before the first dose of cabozantinib irrespective of the time from surgery,"['complete' 'wound' 'healing' 'from' 'prior' 'surgery' 'must' 'be'
 'confirmed' 'at' 'least' '28' 'days' 'before' 'the' 'first' 'dose' 'of'
 'cabozantinib' 'irrespective' 'of' 'the' 'time' 'from' 'surgery']","[0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.
 0.]"
NCT02481765,"43:51:chronic_disease,53:63:chronic_disease,65:70:chronic_disease,72:86:chronic_disease,88:93:chronic_disease,95:113:chronic_disease,115:124:chronic_disease,126:145:chronic_disease,149:155:cancer","No previous or current medical history of epilepsy, neurologic, heart, endocrinologic, renal, chronic infectious, metabolic, psychiatric disease or cancer","['No' 'previous' 'or' 'current' 'medical' 'history' 'of' 'epilepsy' ','
 'neurologic' ',' 'heart' ',' 'endocrinologic' ',' 'renal' ',' 'chronic'
 'infectious' ',' 'metabolic' ',' 'psychiatric' 'disease' 'or' 'cancer']","[0. 0. 0. 0. 0. 0. 0. 2. 0. 2. 0. 2. 0. 2. 0. 2. 0. 2. 2. 0. 2. 0. 2. 2.
 0. 3.]"
NCT02481765,"40:48:chronic_disease,50:60:chronic_disease,62:67:chronic_disease,69:83:chronic_disease,85:90:chronic_disease,92:110:chronic_disease,112:121:chronic_disease,123:142:chronic_disease,146:152:cancer","Previous or current medical history of epilepsy, neurologic, heart, endocrinologic, renal, chronic infectious, metabolic, psychiatric disease or cancer","['Previous' 'or' 'current' 'medical' 'history' 'of' 'epilepsy' ','
 'neurologic' ',' 'heart' ',' 'endocrinologic' ',' 'renal' ',' 'chronic'
 'infectious' ',' 'metabolic' ',' 'psychiatric' 'disease' 'or' 'cancer']","[0. 0. 0. 0. 0. 0. 2. 0. 2. 0. 2. 0. 2. 0. 2. 0. 2. 2. 0. 2. 0. 2. 2. 0.
 3.]"
NCT02465060,"24:35:chronic_disease,43:57:chronic_disease,73:76:treatment",Correct any identified hypokalemia and/or hypomagnesemia and may repeat ECG to confirm exclusion of patient due to QTc,"['Correct' 'any' 'identified' 'hypokalemia' 'and/or' 'hypomagnesemia'
 'and' 'may' 'repeat' 'ECG' 'to' 'confirm' 'exclusion' 'of' 'patient'
 'due' 'to' 'QTc']",[0. 0. 0. 2. 0. 2. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT01817751,"24:35:chronic_disease,43:57:chronic_disease,69:72:treatment,",Correct any identified hypokalemia and/or hypomagnesemia and repeat ECG to confirm exclusion of patient due to QTc,"['Correct' 'any' 'identified' 'hypokalemia' 'and/or' 'hypomagnesemia'
 'and' 'repeat' 'ECG' 'to' 'confirm' 'exclusion' 'of' 'patient' 'due' 'to'
 'QTc']",[0. 0. 0. 2. 0. 2. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
NCT02427581,"58:66:allergy_name,75:86:allergy_name,88:93:allergy_name,98:120:allergy_name","Known allergy, or history of serious adverse reaction to vaccines such as anaphylaxis, hives, or respiratory difficulty","['Known' 'allergy' ',' 'or' 'history' 'of' 'serious' 'adverse' 'reaction'
 'to' 'vaccines' 'such' 'as' 'anaphylaxis' ',' 'hives' ',' 'or'
 'respiratory' 'difficulty']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 4. 0. 0. 4. 0. 4. 0. 0. 4. 4.]
NCT02204098,"58:66:treatment,75:86:allergy_name,88:93:allergy_name,98:120:allergy_name","Known allergy, or history of serious adverse reaction to vaccines such as anaphylaxis, hives, or respiratory difficulty","['Known' 'allergy' ',' 'or' 'history' 'of' 'serious' 'adverse' 'reaction'
 'to' 'vaccines' 'such' 'as' 'anaphylaxis' ',' 'hives' ',' 'or'
 'respiratory' 'difficulty']",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 4. 0. 4. 0. 0. 4. 4.]
NCT02397083,"42:52:allergy_name,62:71:allergy_name,86:95:allergy_name,97:109:allergy_name","Known intolerance or hypersensitivity to everolimus or other rapamycin analogs (e.g. sirolimus, temsirolimus)","['Known' 'intolerance' 'or' 'hypersensitivity' 'to' 'everolimus' 'or'
 'other' 'rapamycin' 'analogs' '(' 'e.g' '.' 'sirolimus' ','
 'temsirolimus' ')']",[0. 0. 0. 0. 0. 4. 0. 0. 4. 0. 0. 0. 0. 4. 0. 4. 0.]
NCT02321501,"42:52:allergy_name,62:71:allergy_name,86:95:allergy_name,97:109:allergy_name","Known intolerance or hypersensitivity to everolimus or other rapamycin analogs (e.g. sirolimus, temsirolimus)","['Known' 'intolerance' 'or' 'hypersensitivity' 'to' 'everolimus' 'or'
 'other' 'rapamycin' 'analogs' '(' 'e.g' '.' 'sirolimus' ','
 'temsirolimus' ')']",[0. 0. 0. 0. 0. 4. 0. 0. 4. 0. 0. 0. 0. 4. 0. 4. 0.]
NCT02390752,"1:9:treatment,11:32:treatment,,76:90:treatment",Biologic (anti-neoplastic agent): At least 7 days after the last dose of a biologic agent,"['Biologic' '(' 'anti-neoplastic' 'agent' ')' ':' 'At' 'least' '7' 'days'
 'after' 'the' 'last' 'dose' 'of' 'a' 'biologic' 'agent']",[1. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1.]
NCT01614197,"1:9:treatment,11:32:treatment,,76:90:treatment",Biologic (anti-neoplastic agent): At least 7 days after the last dose of a biologic agent,"['Biologic' '(' 'anti-neoplastic' 'agent' ')' ':' 'At' 'least' '7' 'days'
 'after' 'the' 'last' 'dose' 'of' 'a' 'biologic' 'agent']",[1. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1.]
NCT02378428,"18:34:chronic_disease,57:67:treatment,69:80:treatment,84:95:treatment","Patients with an active infection requiring intravenous antivirals, antibiotics or antifungals","['Patients' 'with' 'an' 'active' 'infection' 'requiring' 'intravenous'
 'antivirals' ',' 'antibiotics' 'or' 'antifungals']",[0. 0. 0. 2. 2. 0. 0. 1. 0. 1. 0. 1.]
NCT01464034,"7:23:chronic_disease,43:54:treatment,56:66:treatment,71:82:treatment,","Acute active infection requiring systemic antibiotics, antivirals, or antifungals within 14 days prior to first dose","['Acute' 'active' 'infection' 'requiring' 'systemic' 'antibiotics' ','
 'antivirals' ',' 'or' 'antifungals' 'within' '14' 'days' 'prior' 'to'
 'first' 'dose']",[0. 2. 2. 0. 0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]
NCT02343549,"13:31:chronic_disease,35:47:chronic_disease,67:94:treatment",Evidence of bleeding diathesis or coagulopathy (in the absence of therapeutic anticoagulation),"['Evidence' 'of' 'bleeding' 'diathesis' 'or' 'coagulopathy' '(' 'in' 'the'
 'absence' 'of' 'therapeutic' 'anticoagulation' ')']",[0. 0. 2. 2. 0. 2. 0. 0. 0. 0. 0. 1. 1. 0.]
NCT02138617,"13:31:chronic_disease,47:59:chronic_disease,79:106:treatment",Evidence of bleeding diathesis or significant coagulopathy (in the absence of therapeutic anticoagulation),"['Evidence' 'of' 'bleeding' 'diathesis' 'or' 'significant' 'coagulopathy'
 '(' 'in' 'the' 'absence' 'of' 'therapeutic' 'anticoagulation' ')']",[0. 0. 2. 2. 0. 0. 2. 0. 0. 0. 0. 0. 1. 1. 0.]
NCT02323880,"1:16:treatment,37:51:treatment,37:52:treatment,",Corticosteroids: Patients receiving corticosteroids who have not been on a stable or decreasing dose of corticosteroid for at least 7 days prior to enrollment,"['Corticosteroids' ':' 'Patients' 'receiving' 'corticosteroids' 'who'
 'have' 'not' 'been' 'on' 'a' 'stable' 'or' 'decreasing' 'dose' 'of'
 'corticosteroid' 'for' 'at' 'least' '7' 'days' 'prior' 'to' 'enrollment']","[1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
 0.]"
NCT01614197,"1:16:treatment,37:52:treatment,37:51:treatment,",Corticosteroids: Patients receiving corticosteroids who have not been on a stable or decreasing dose of corticosteroid for at least 7 days prior to enrollment are not eligible,"['Corticosteroids' ':' 'Patients' 'receiving' 'corticosteroids' 'who'
 'have' 'not' 'been' 'on' 'a' 'stable' 'or' 'decreasing' 'dose' 'of'
 'corticosteroid' 'for' 'at' 'least' '7' 'days' 'prior' 'to' 'enrollment'
 'are' 'not' 'eligible']","[1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0.]"
